key,Column 3
757,"Hah hah hah! Who says
I needs me a man?"
758,"I'm more man than
you'll ever need, lass!"
759,未使用：荒：会話00447
760,未使用：荒：会話00448
761,未使用：荒：会話00449
762,未使用：荒：会話00450
763,未使用：荒：会話00451
764,未使用：荒：会話00452
765,未使用：荒：会話00453
766,未使用：荒：会話00454
767,未使用：荒：会話00455
768,未使用：荒：会話00456
769,未使用：荒：会話00457
770,未使用：荒：会話00458
771,"Sittin' here in Vesper
Bay, watchin' the
'bos ride away...♪"
772,未使用：荒：会話00460
773,"Keep your weapons
sheathed or you'll have
me to answer to."
774,未使用：荒：会話00462
775,未使用：荒：会話00463
776,"You look awfully...sober.
Might be we can fix that."
777,未使用：荒：会話00465
778,未使用：荒：会話00466
779,未使用：荒：会話00467
780,未使用：荒：会話00468
781,未使用：荒：会話00469
782,未使用：荒：会話00470
783,未使用：荒：会話00471
784,未使用：荒：会話00472
785,Mind givin' me a hand?
786,未使用：荒：会話00474
787,未使用：荒：会話00475
788,未使用：荒：会話00476
789,"Used to be there was
two moons, there was."
790,"You think I forgot
that <Emphasis>already</Emphasis>!?"
791,未使用：荒：会話00479
792,未使用：荒：会話00480
793,未使用：荒：会話00481
794,"The captain claims
he found nothing."
795,"But I know I had the ring
when I boarded in Limsa!"
796,未使用：荒：会話00484
797,未使用：荒：会話00485
798,未使用：荒：会話00486
799,未使用：荒：会話00487
800,未使用：荒：会話00488
801,未使用：荒：会話00489
802,未使用：荒：会話00490
803,未使用：荒：会話00491
804,すごいでしょ！
805,未使用：荒：会話00493
806,未使用：荒：会話00494
807,未使用：荒：会話00495
808,未使用：荒：会話00496
809,未使用：荒：会話00497
810,未使用：荒：会話00498
811,未使用：荒：会話00499
812,未使用：荒：会話00500
813,未使用：荒：会話00501
814,未使用：荒：会話00502
815,未使用：荒：会話00503
816,未使用：荒：会話00504
817,未使用：荒：会話00505
818,未使用：荒：会話00506
819,未使用：荒：会話00507
820,未使用：荒：会話00508
821,未使用：荒：会話00509
822,未使用：荒：会話00510
823,未使用：荒：会話00511
824,未使用：荒：会話00512
825,未使用：荒：会話00513
826,未使用：荒：会話00514
827,未使用：荒：会話00515
828,未使用：荒：会話00516
829,未使用：荒：会話00517
830,未使用：荒：会話00518
831,未使用：荒：会話00519
832,未使用：荒：会話00520
833,未使用：荒：会話00521
834,未使用：荒：会話00522
835,未使用：荒：会話00523
836,"Uh, you may pass?"
837,"I'd work if there were
work to be had..."
838,"I am but a mere florist;
the dream flowers,
my children."
839,"I'll be eatin' like
a little lord tonight!"
840,"You another one of
Quiveron's <If(PlayerParameter(4))>women<Else/>men</If>?"
841,"If I boil the leather
from these soles..."
842,未使用
843,未使用
844,Somnus... Som...nus...
845,"Tell them the first pinch
is on you. Understood?"
846,未使用
847,未使用
848,未使用
849,"Ain't no laws 'gainst
cultivatin' the soil."
850,未使用850
851,"'Tis them damn 'venturers
floodin' the markets."
852,Jusss one...moround...
853,"My mother holds her
drink better than you!"
854,未使用854
855,未使用855
856,"I could drink this
whole tank, I could!"
857,"But the air down there...
It's makin' 'em ill."
858,"Tell the men they
must dig deeper!"
859,"Cor, me bleedin' head!"
860,未使用860
861,未使用861
862,"I don't have the heart
to tell the lads that
was the last bottle..."
863,未使用863
864,"Used to be a man might
make a decent livin' off
minin' copper alone."
865,"Through the pass is
Bluefog...and an army
of damned imperials."
866,未使用866
867,未使用867
868,未使用868
869,未使用869
870,"If I never see another
shrew again it'll be too soon."
871,"We must've slain what,
nine or ten score?"
872,"We are the last line of
defense before Ul'dah's
last line of defense!
Stay sharp, men!"
873,個人取引はしてないぞ
874,こちらは税関です
875,Sir!
876,未使用876
877,"Not too tight, is it, boy?"
878,未使用878
879,"I believe we'll be
needing another chocobo."
880,"What? Never seen a
man in an apron afore?"
881,"No, but I wouldn't mind
seein' you out of one!"
882,未使用882
883,未使用883
884,Sir!
885,"Never let them
see your fear!"
886,未使用886
887,"If I catch you stealing,
I'll cut off more than
just your hand."
888,"Watch yourself, adventurer."
889,You hear something?
890,"Best you not wander
far from camp... If you
value your life, that is."
891,未使用891
892,未使用892
893,未使用893
894,未使用894
895,未使用895
896,未使用896
897,未使用897
898,"Here by the aetheryte all
day... When will I get to
see some real fighting?"
899,未使用899
900,未使用900
901,未使用901
902,未使用902
903,未使用903
904,"Always keep an eye open.
The Empire never sleeps."
905,"Eat, man! Ye cannae
right kill an imperial
on an empty belly, now!"
906,The fog... It comes!
907,未使用907
908,"I sharpened
these myself."
909,未使用909
910,未使用910
911,未使用911
912,未使用912
913,未使用913
914,未使用914
915,未使用915
916,未使用916
917,"Are you so eager to get
your head on a pike over
Castrum Meridianum?"
918,"Why do we stand here
idly while the Empire
gathers strength?"
919,未使用919
920,未使用920
921,未使用921
922,未使用922
923,未使用923
924,未使用924
925,緊張しちまって…
926,Don't think! Feeeeeel!
927,"Bugger off. I need
to concentrate!"
928,"Not here to relieve
us, are you?"
929,未使用929
930,未使用930
931,"Quiet! I cannot see with
all your yapping!"
932,"Don't tell the sergeant, but
without my spectacles, I
cannot see worth shite."
933,"How I long to be back
in Ul'dah with my wife..."
934,"If you had any wits
about you, you'd turn back."
935,未使用935
936,未使用936
937,未使用937
938,未使用938
939,"Absolutely no entry to
unauthorized personnel."
940,未使用940
941,"I should really learn to
read one of these days."
942,未使用942
943,ピリピリしてんだ、ほっとけ
944,未使用944
945,未使用945
946,未使用946
947,"Yer mother was an
imperial whore!"
948,"Aye, and she still
wouldn't take yer coin!"
949,"Twenty-eight, twen─ Oh!
Would you stop interrupting?
Now I'll have to start again!"
950,未使用950
951,"You didn't happen to
see a caravan on your
way here, did you?"
952,未使用952
953,"Not today. Not yester-
day. Not the day before..."
954,未使用954
955,Anything?
956,未使用955
957,未使用956
958,未使用957
959,未使用958
960,未使用959
961,未使用960
962,未使用961
963,未使用962
964,未使用963
965,未使用964
966,"If the imperials don't
kill you, the fog will."
967,"Don't wait for your oppo-
nent! Strike him down
before he strikes you!"
968,未使用968
969,"Your safety cannot be
guaranteed once you
leave these gates."
970,"If you see an imperial,
let us know so that we
may sound the alarm."
971,"You'll find little respite
beyond this gate."
972,未使用972
973,未使用973
974,未使用974
975,未使用975
976,未使用976
977,未使用977
978,"We're now a sennight
behind schedule."
979,"The foreman'll have
our arses on a stick."
980,"What say we make our
rounds widdershins?
To break the monotony."
981,未使用：荒：会話00669
982,未使用：荒：会話00670
983,未使用：荒：会話00671
984,未使用：荒：会話00672
985,未使用：荒：会話00673
986,未使用：荒：会話00674
987,未使用：荒：会話00675
988,未使用：荒：会話00676
989,未使用：荒：会話00677
990,未使用：荒：会話00678
991,未使用：荒：会話00679
992,未使用：荒：会話00680
993,未使用：荒：会話00681
994,未使用：荒：会話00682
995,未使用：荒：会話00683
996,未使用：荒：会話00684
997,"Death cannot break
the bonds between us."
998,"How am I to pay off your
debts now, husband!?"
999,未使用：荒：会話00687
1000,"Aye. I'm not combin'
the hills for bones again."
1001,"See him safely
to the realm beyond..."
1002,未使用
1003,"May she tread forever-
more in the realm of Thal."
1004,"Very good, ma'am."
1005,"Come to carry those
bodies to the lichyard?"
1006,"I wish they'd have the
decency to die <Emphasis>outside</Emphasis>."
1007,"Shush, dear, while I
spend your coin."
1008,"Do we really need any
more of these...whatever
they are?"
1009,"I do not wish him
to know it was I
who sent the parcel."
1010,"<If(PlayerParameter(4))>Might be I's lookin' to dip
the wick. Ye keen?<Else/>Sod off. I ain't got no
use fer you and yer ilk.</If>"
1011,"Let's see. We have your
brown lentils, your green
lentils, and...that's all."
1012,"Make this one deep, or
the jackals'll be at him."
1013,"Halone, be my shield!"
1014,"Halone, guide my sword!"
1015,未使用
1016,Get 'em!
1017,Gahaha! This'll learn ye!
1018,Hyaaah!
1019,Take that!
1020,Try this on for size!
1021,To the great beyond with you!
1022,Graaarrrgh!
1023,GRAAARRRGGGH!
1024,"What I wouldn't give to
ride the aether straight
out of this hellhole."
1025,"You can find supplies
down in the camp."
1026,"Where <Emphasis>is</Emphasis> he!? My shift
was over three bells ago!"
1027,"Welcome to the
Eternal Sleep!"
1028,And who says we can't?
1029,"Nobody will miss
one little lemon."
1030,"I hear there's treasure
in the Invisible City."
1031,"Yes, if you can
reach it alive."
1032,I...uh... You <Emphasis>what</Emphasis>!?
1033,"Is this about your hidden
stash of aleport stout?
Because I already drank it."
1034,"To the north and west
you'll find the Golden
Bazaar...though it's lost
its former luster."
1035,"What business do you
have in the barracks?"
1036,"I'd remind you there's
no brawling in the pub,
but you don't seem
the listening type."
1037,Kweh?
1038,"“Let the Roegadyn
carry it,” they say. Bah!"
1039,"Let <If(PlayerParameter(4))>her<Else/>him</If> be, you fool.
We don't need the Brass
Blades up here."
1040,"Who let you in here!?
Out! Now!"
1041,"I'll be stayin' right here
in the shade, thank you."
1042,Of course you did.
1043,I clove his head in two!
1044,未使用1044
1045,未使用1045
1046,You still talkin'?
1047,"When the fourth came
I knew I was done for."
1048,"I may not've been
usin' me best judgment."
1049,"How could you!?
She's my best friend!"
1050,未使用：荒：会話00727
1051,未使用：荒：会話00728
1052,"Anything I can
get you, love?"
1053,"Why won't this gods-
damned door open!? Hic!"
1054,"One word about my apron
and you'll be on the menu."
1055,"Take me, Raubahn... I am
your sultana... <snore>"
1056,"I tire of the desert.
Let us head north."
1057,"I told him Eternal Sleep
wasn't the best name for
an inn built under a lich-
yard, but did he listen?"
1058,"I suggest moving him
before the buzzards
catch his scent."
1059,"How can you
be so cold!?"
1060,未使用：荒：会話00737
1061,"Together in life,
together in death."
1062,"You smell of the dead.
Been to the ruins, eh?"
1063,"I'll catch you
one day, Ness!"
1064,"Your father will be
missed. He was most
generous with his
donations."
1065,"The thirty-second
volume is missing!"
1066,"I don't believe there
ever was any gold."
1067,"A fortnight of digging,
and not a single onze!"
1068,"More rubble from the
city? Over there."
1069,"The dead feel no pain.
Remember that when
you slice off one's head."
1070,"The hamlet must be re-
stored to its former luster!"
1071,"He left for the ruins
three suns past, but..."
1072,"The ruins are but mere
malms away, yet here I
stand and stir..."
1073,"The Invisible City's
secrets will be mine!
After I sup on some stew."
1074,"Has that blasted Roe-
gadyn finished the stew?"
1075,"Why we dragged him
along, I'll never know."
1076,"Anyone seen
the blasted wench?"
1077,Where you want these?
1078,"I ain't goin' back to
that accursed city!"
1079,Here by your lonesome?
1080,"Might be that we could
fix that...for a price."
1081,"I <Emphasis>knew</Emphasis> she hadn't
a gil to her name!"
1082,"And that silk tunic? She
swiped it from a caravan!"
1083,I will see you avenged...
1084,"Stay clear from them
two. Gave me the
crotch rot, they did!"
1085,未使用：荒：会話00762
1086,未使用：荒：会話00763
1087,未使用：荒：会話00764
1088,"Don't let me catch you
fighting with the Mhigans."
1089,未使用：荒：会話00766
1090,未使用：荒：会話00767
1091,未使用：荒：会話00768
1092,Cactuar stew again...
1093,未使用：荒：会話00770
1094,"No. I haven't. And you
needn't bring up our
heritage each time I
disagree with you!"
1095,"Have you forgotten
where we came from!?"
1096,未使用：荒：会話00773
1097,"Come here to
mock us, have ye?"
1098,"Do not mind her. It's not
that she hates <Emphasis>you</Emphasis>;
she hates <Emphasis>everyone</Emphasis>."
1099,未使用：荒：会話00776
1100,"I told ye already─
I don't have the money!"
1101,"We wouldn't want any-
thing to happen to that
beautiful wife of yours..."
1102,未使用：荒：会話00779
1103,"This ain't somnus!
(Unless you're lookin'
for some somnus.)"
1104,未使用：荒：会話00781
1105,未使用：荒：会話00782
1106,未使用：荒：会話00783
1107,"To become an Immortal
Flame, you must first
learn to feel the <Emphasis>burn</Emphasis>!"
1108,未使用：荒：会話00785
1109,未使用：荒：会話00786
